content,score,at
"Lemot banget Gaada perubahan, sudah 2bulan pakai",1,14/04/2021 14:52
"Mantap, kencang poolll",5,14/04/2021 04:50
Masih banyak yg harus di perbaiki. Blm ada paket toping.,3,13/04/2021 13:34
sinyalnya buruk. ga bisa dipakai paket datanya. benar benar kacau sinyalnya. komplain ke liveon happinesssss expert terkait sinyal malah dilempar lempar doang antara LiveOn dg XL induknya.,1,13/04/2021 08:54
Mantap banyak kuota pake ini,5,12/04/2021 18:37
"Pengalaman yang memuaskan pakai Live.On sinyalnya stabil,UI aplikasinya yg rapih jadi mudah untuk memilih paket.Masalah saya cuman di sinyal yang tiba-tiba hilang dan kembali bagus walaupun jarang tapi itu sangat menggangu dan juga tolong kalau saat registrasi kartu SIM itu lebih di permudah lagi,agar tak merepotkan pengguna yang baru.Good job deh Live.On",5,12/04/2021 14:52
"Bagus, mudah dipakai dan didaerah saya internet stabil dan kencang",5,12/04/2021 08:49
Terima kasih Live.On sangat puas dan senang sekali pakai Live.On,5,11/04/2021 17:51
"👍kalau lelet aku kasih bintang 0,1aja",5,11/04/2021 14:12
sebelum nya saya pengguna XL.. dan denger katanya live on pake jaringan XL jd saya pengen nyoba ..tp ko beda jauh untuk kualitas jaringan nya ya...,3,11/04/2021 10:07
"Provider apa ini?!! Jaringan lemot, download lama, nntn ytb 480 buffering, maen ml sinyal merah jadi ny gua afk!! Benar"" gk bisa di Andalkan! Sengaja gua pindah dari by.u ke live on karena gua suka fitur rollever data eh setelah di pake gtw ny lebih parah!! Mending pake by.u lagi lah!! Ngecewa.n bos!!! Tolong segera di perbaikin ini jaringan nya!!! Kalo gak rugi ente..!!!",1,10/04/2021 16:29
Sumpah Gua Nyesel Banget Udah Sinyal nya Lemot Di Tipu Sama Kuotanya Katanya Ada 50GB ternyata Udah 35GB udah Gk Bisa Di Pakek Nyesel Banget Adminya Juga Lelet kayak sinyalnya Tolong Di Respon,1,10/04/2021 13:56
"GANGGUAN DARI MINGGU LALU, SAMPE SEKARANG MASIH PARAH . SINYAL FULL TAPI GADA AKSES INTERNET. WA PUN PENDING, SUDAH DI EMAIL JAWABNYA ""BERDASARKAN HASIL PENGECEKAN SAAT INI KAMI TIDAK ADA INFORMASI GANGGUAN JARINGAN INTERNET"".😒",1,10/04/2021 08:44
"Ga heran sih daridulu yg namanya XL tuh jaringan lola, ga stabil. Ini gue masih di Jakarta lho,bukan daerah terpencil. Masa dalam sebulan ada aja beberapa kali DOWN. Ga ky Telkomsel, gue pake Telkomsel bertahun"" bisa keitung pake jari downnya. Beda bgt sama XL ini. Terpaksa aja pake XL coz males gonta ganti nomor, apalagi nomor udh buat verifikasi ini itu. Mending ga usah kuota dibanyakin, tapi benerin dulu tuh sistem jaringannya..Percuma kuota banyak ga guna. Mending mahal sekalian tapi WORTH",1,10/04/2021 05:52
Sangat membantu bgt kouta nya 👍🏻👍🏻,5,10/04/2021 05:35
"Baru saja ganti sim card isi paket ke nomor yg baru... Baru tau ternyata aplikasi live on tidak logout otomatis.. Malah yg ke isi paket sim yg lama yg entah sudah ke mana kartunya, paketnya jadi kebuang sia sia.. kirain sama seperti simpati/xl/indosat yg kalo ganti sim card otomatis logout..",1,10/04/2021 04:00
"Live on emang simple banget tapi WOW dari segala aspek mulai dari aplikasi yang gak alay2, kuota besar, harga miring, signal kuat, dan gak ada lagi kuota yg sia-sia apalagi pulsa mengendap gara2 beli paket ya harus pakai pulsa, semoga live on makin keren dan kekinian dan makin banyak promo2 lainnya kedepannya, kalau boleh saran yang 50gb + super stream kan udah ada ni, kalau bisa adain juga dong 50gb + super social, biar yg doyan buka fb jadi makin seneng. Thanksliveon",5,10/04/2021 00:44
Sinyal masih kurang stabil ... Kadang kenceng kadang lemot... Semoga ada perbaikan... Utk harga kuota sudah lumayan lahh... Perbanyak bonus lebih asik.,4,09/04/2021 18:13
"Baru pake sih cepet, makin kesini makin parah jaringannya. percuma kalo benefit kuota nya melimpah kalo koneksi internetnya aja bermasalah terus.",1,09/04/2021 17:25
Tolong Beli kartunya jangan di Shopee aja. udah enggak bisa pilih Kurir Lama Datengnya nyasar lagi dah lah males...,1,09/04/2021 13:54
"Mohon maaf sebelumnya, kenapa yah jaringannya jadi gak stabil gini kecewa banget baru aja kemarin isi ulang",1,09/04/2021 12:06
Sinyalnya lumayan tapi pas dipake buat tethering USB sekarang kok langsung jelek? Padahal dulu pas awal beli gak,2,09/04/2021 08:46
"Kartu yang sabgat recomendated... Tanpa bagi bagi kuota, 24 jam nonstop gak pakai siang malam",5,09/04/2021 07:39
"Mantap,,,, WORTH IT ,,, paketan dan harganya juga terjangkau, untuk sinyal juga kuat dan luas. Bagi yg belum pake cobain dehh, trus pake kode ku (KLDNAUN9) biar langsung dapet bonusan 5 gb",5,08/04/2021 23:38
"Idiot Skrmg sinyal gajelas ilang"" padahal pake kartu XL sinyal bagus, percuma murah kalo ga Isa dipake",1,08/04/2021 22:23
"Jaringan lebih buruk dari kartu biasa XL, XL ping bisa 50ms, ini live on 90-120 ms. Game ping naik turun.",2,08/04/2021 17:17
Layanan sangat prima...tolong penawaran harga paketan lebih terjangkau ..terima kasih Live on,5,08/04/2021 15:27
"Aplikasinya ga bisa login dikarenakan NonTelcoNotAllowed. Dan chatnya langsung di Close saja, ga tunggu 1-3 menit. Dikarenakan relog",2,08/04/2021 10:01
Bagus sinyalnya tapi sering down tolong diperbaiki lg,4,08/04/2021 09:44
"Kasih 3 dlu 😒😒 bilang nya di awal kuota ga bakal hangus, malah bertambah terus,,sampe 1000gb Tp nyatanya nihil boskuh,, sisa kuota sebelumnya malah ilang,,ga tau kmna dah tuh sisanya, mna masih 25gb lebih,, Kn lumayan buat streaming"" ,,Tolong di konfirmasi LG dong, kmna itu sisa kuota sebelumnya,,",3,08/04/2021 06:56
Bagus buat di daerah saya,5,07/04/2021 03:55
Sangat memuaskan,5,06/04/2021 15:40
"Mohon maaf, saya kasih bintang 3. Secara benefit, sebenarnya cukup banyak yang bisa didapat. Namun, sayang sekali, koneksi internetnya sangat tidak mendukung. Ini saya di daerah Surabaya, namun koneksinya mengecewakan dengan hanya bisa 3G dan tidak bisa 4G, ditambah 3G yang fluktuatif tidak stabil.",3,06/04/2021 14:36
Dalam kondisi tertentu koneksi internet tidak ada walaupun signal nya penuh,5,06/04/2021 03:34
tingkatkan lagi kualitasnya dan sinyal serta paket data nya,5,05/04/2021 17:02
Mantabbb banyak bonusnya,5,05/04/2021 16:26
Tolong ini kenapa jaringan full 4G tapi dipake apa2 lelet bgt gimana si. Sangat2 kecewa!,1,05/04/2021 16:21
Mantapppp. Banyak banget promonya,5,05/04/2021 12:48
Mungkin untuk pilihan paket dan add on di buat menu tersendiri,4,05/04/2021 12:24
"Tidak seperti review youtube katanya kuota dapat di akumulasikan ke bulan berikutnya tanpa harus beli kuota tersebut, mana? Sama aja seperti yg lain",1,04/04/2021 20:26
"Awal beli sinyalnya luar biasa up to 20mbps, bahkan hampir tembus ke 50mbps, tapi stelah update paket data malah loyo 1mpbs pun gak ada, gimana ini mah,",2,04/04/2021 14:19
Sangat banyak kuota nya dan murah bgt,5,04/04/2021 07:47
Paling enak di pake..,5,04/04/2021 03:49
bagus sekali,5,02/04/2021 06:17
"Udah pake dr Oktober tahun lalu dan gamau ganti, eh tbtb pas baru perbarui paket data sinyal hilang udah seharian. Rugi uang kalo gabisa dipakai, cs tidak solutif sekali. Kasian rating kalian nantinya karna kualitas jaringan jelek",3,01/04/2021 14:27
sinyal sangat membagongkan,1,01/04/2021 10:43
Data yang terkumpul bulan lalu nya ga bisa dipakai mulu,2,01/04/2021 03:21
kecepatan diatas rata2...👍👍👍👍👍,5,31/03/2021 13:34
Makin jauh makin menurun ini kualitas jaringan 3 bln pakai aja sdh begini!!!,2,31/03/2021 13:00
"Registrasi sulit, nomer yang di cantumkan tidak semuanya tersedia, jadi sama aja dapet nomer random, sinyal jelek, padahal iseng mau nyoba pindah dari provider sebelah, ternyata salah perhitungan, yang ini lebih mengecewakan..",1,31/03/2021 12:10
"Hallo xl, tolong diperbaiki lg ini jaringannya masa stream youtube 480p aja lag banget, baru aja mau pindah ke live.on dari byU, tp kalo jaringannya gini trs kayanya gk jadi deh, percuma kuota melimpah tp jaringan 4.5G nya lag banget, saya udah 10thn lebih pake XL Semoga bisa lebih baik dari competitor yang lain",1,31/03/2021 12:00
untuk broswing ok lah gak jelek2 amat tpi untuk Gaming mending gak usah beli ni provider daripada kecewa,1,31/03/2021 09:54
Sinyal cepet lebih enakan sekarang dulu agak sering gangguan sinyal tiba tiba hilang pas masih pakai xl biasa . skrng pakai live on makin okee,5,31/03/2021 00:03
"Pakat data utama sama paket add on jadi satu,jd nggk bisa bedain paketnya",4,30/03/2021 12:47
Ini gimana cara ngeaktivasi kartu live on saya Failed to fetch? Padahal udah pake jaringan begitu Pake wifi juga begitu,1,30/03/2021 05:40
Pemakaian lebih mudah,5,30/03/2021 03:34
"Untuk saat ini harganya termasuk murah, sinyal ok",5,30/03/2021 01:55
"Saya heran kenapa rating nya jelek, yang jelas di daerah saya joss banget Live.ON. Tidak boros kuota, Kuotanya juga murah. Mantap lah 👍",5,29/03/2021 16:49
Operator PALING AMPAS DI INDO !!! SINYAL SERING HILANG SENDIRI. GA REKOMEN !!! HABIS KUOTA GW BUANG INI KARTU SIMCARD !!!,1,29/03/2021 07:14
"Awalnya sinyal live on bagus di daerah rumah saya, tapi sudah seminggu lebih sinyalnya hilang terus. Mohon lebih diperhatikan lagi dalam kestabilan jaringan! Thx Makin ke sini makin parah, dan ga ada solusinya dari pihak live oon..apa saya harus ganti provider?",1,28/03/2021 15:01
"Masa aktif habis, tapi msh ada sisa kuota. Perbarui lagi maka sisa kuota tidak akan hangus tapi lanjut di bulan berikutnya.",5,28/03/2021 10:11
"Terpaksa turunin bintangnya, sinyal suka ilang, ditambah lagi cuma pindah lokasi sedikit ajh sinyal gk ada...",3,28/03/2021 08:04
Saya masih ada sisa data . Saat saya perbaharui data sisa saya hilang . Saya kira role over,3,28/03/2021 06:01
Jaringan stabil,5,27/03/2021 23:12
"wahh keren, lama2 pake live on jadi emosian loh teman2. jaringannya makin jelekk, keren banget kan? ayok hapus live on teman2 ganti yg lain",1,26/03/2021 10:57
Kuota masih 37Gb tapi buat buka Youtube gak bisa??,3,26/03/2021 08:19
"Jaringan nya mantapp, Cuman Kalau untuk Game Tolong di percepat lagi",5,26/03/2021 02:57
"Mantap ganas,gak ada matinya dan bisa roll on,jos gandos",5,26/03/2021 02:28
"💼 Generasi Milenial Kartu Digital , Bukan kartu murahan pasaran karna banyak yang pake provider nya jadi lelet .. Saat nya menjadi generasi ICCID tanpa potongan kouta dari sales yang di UP, sehingga kecepatan dibatasi dan pulsa takut kepotong musnah dari peredaran. provider kebanyakan kalo Mau cepet ya di oprek dlu HP nya. sistem skarang kcepatan internet kalian ada yg ngatur layak nya kalian kalo ke warnet.. ada IT yg jaga.",5,24/03/2021 18:25
"Kecewa sebenernya baru 3 hari pake sinyal hilang seharian, kuota masih banyak, semoga cepat selesai perbaikannya",5,24/03/2021 16:42
Buat kalian kalo di tempat kalian sinyal xl enak jangan pake kartu ini sumpah parah banget mending kartu xl aja beli mahal nunggu lama hasil gini parah sih,1,24/03/2021 12:46
Udah masuk dan thanks fast respon,4,24/03/2021 11:03
Login aplikasi tulisannya NonTelcoNotAllowed mulu. Bikin geram. Gabisa check kuota sama beli kuota jadinya. Gimana ni?,1,24/03/2021 10:42
"Apa apaan ini, baru beli sinyal lancar, eh pas perbarui pake yg 100gb malah sering hilang""an tau gitu w pake telkom aj kmren dari pada ini udh 3hari 4G gk ada koneksi kan lucu.",1,24/03/2021 02:17
Bagus sih tapi pas semingguan sebelum paket habis lemot banget. Padahal masih banyak kuotanya,4,24/03/2021 02:02
"Buat posting komen ini aja ga sanggup, gw sampe switch ke Telkomsel dulu baru ke post",1,24/03/2021 00:49
"Sinyal jelek, jaringan lemot, harga paket mahal ga ada beda nya sama XL yaiyalah Live.On aja dari XL klo tau dari awal mh ogah pake Live.On masih murahan By.U dari Telkomsel",1,23/03/2021 17:59
"Lelet.. Streaming youtube 360 aja buffering trs.. Buat main game juga gk stabil ping gede... Percuma kuota 50gb 50gb klo lemot.. Mudah""an kedepannya bisa lebih bagus lagi..",1,23/03/2021 15:54
"Mohon diberi pemisahan antara paket utama dan paket medsos/stream. Dan dijelaskan bahwa paket utama dulu yg duluan habis, baru paket medsos. Selebihnya ok, tinggal perbanyak diskon. Terimakasih",3,23/03/2021 11:37
Tolong sediakan pengiriman jnt express!,1,23/03/2021 09:40
apakah bisa pakai kartu xl? apa harus beli kartu khusus live on?,1,23/03/2021 08:14
"Haduhhh bingung ama live on, sinyal xl di daerah saya sangat baguss, sinyal 4g penuh tapi kenapa internetnya lemott, saya juga pake axis sinyalnya sama tapi gak lemott, ping game nya juga hancurrr masih bagus axis stay di 47-56ms, haduhhh... untuk sistem ui nya sudah lumayan simpel.. kalo gini sih balik ke axis lagi..",2,22/03/2021 17:46
"Sinyalnya jelek bgt, padahal sama2 dari Xl",1,22/03/2021 15:00
Kualitas internetnya sangat baik,5,21/03/2021 20:55
"Pertamanya doang sinyal kenceng, lama2 jadi lemot, sangat mengecewakan",1,21/03/2021 16:21
"Min cara cek detail kuotanya gimana? Semua kuotanya digabungin, jadi bingung sisa kuota utamanya berapa",5,21/03/2021 09:30
"Aplikasi parah.... Jangan mau download aplikasi liveon, kalo udah terlanjur beli... Jangan beli paket super sosial,ga bisa di gunakan...masa aktifnya timbul di aplikasi,tapi masa tenggang habis...masa tenggangnya ga ada di aplikasi,cuman masa aktif yang timbul di aplikasi. Siap"" nyesel dan kecewa...saya ga ikhlas ga ridho, nyesel...sakit hati, kecewa....",1,21/03/2021 04:41
"Pokoknya... Ah sudahlah, males!",1,20/03/2021 15:20
"3bulan bagus,di bulan ini mulai jelek sinyal di jam 6sore sampe jam 12 mlm maen game mobile legend nobe",5,20/03/2021 13:46
"Sinyal lemot, padahal di tempat yang akses internetnya cepet, gimana di daerah pinggiran hadehh. Biar kutebak pesan yang dibales pasti terimakasih atas bla bla... Kami akan perbaiki. Dan begitu seterusnya, sudah hafal",1,20/03/2021 11:24
Kencangnya cuma shubuh doang Malam hari melempem sinyalnya. 4.5g tapi dwnldnya kaya edge. Nyesel sudah dftarin KTP KK buat pakai provider ini.,1,20/03/2021 09:30
Bagus sekali provider nyaa dan kartunya🤗tiap kouta utama abis slalu dapet kouta emergency nya🤗,5,20/03/2021 06:34
"Koneksi cepet untuk daerah bandung Raya kota,, cuman kalau dipedalaman speednya kurang,, harga wajar sama kualitas kata saya,, tapi kalau tinggal dipinggiran saya kasihan sih soalnya susah sinyal",5,20/03/2021 06:10
Jaringan nya mantapss deh. Dan tampilan aplikasi nya sangat ramee sekali pokok nya mantaps deh. Sukses yaaa. Hhhh,5,20/03/2021 02:07
Kalau dari xl di wilayah kodepos 21181 lagi naik daun apapun jenis kartunya. Sangat membantu ketika ada job hajatan untuk karaoke dari youtube tanpa bufering.,5,20/03/2021 00:51
Jadi lag banget si sebel pake game suka reconnect terus streming you tube patah patah,1,19/03/2021 15:20
"Ini kenapa sinyal bar penuh 4G tapi koneksi internet lelet banget, sudah 3 hari seperti ini. Apakah ada gangguan xl?",1,19/03/2021 11:50
Cara ngecek nomer simcard gimana caranya? Soalnya kehapus aplikasinya dan luoa nmrnya. Mau isi ulang,5,19/03/2021 10:34
Bagus sih cuman kudu ditingkatkan lagi jaringannya kadang2 sinyal jadi H+ apalagi pas dibutuhkan..,4,19/03/2021 10:00
Jaringannya lancar dan bagus,5,18/03/2021 23:36
Sering banget kehilangan sinyal internet. Kenapa sering banget lemotnya,3,18/03/2021 18:09
Suka sih murah kuota gede . saran klo pas cek kuota tolong di pisah antara sisah kuota utama sama kuota bonus/addon nya .,5,18/03/2021 12:36
Ribet dalam segala hal,1,18/03/2021 11:41
"Awalnya seneng sih karena pas beli harganya murah dan pas dicoba sinyal lumayan bagus, tapi lama-lama sinyal doang penuh tapi buat internetnya lama parah... Bisa kepake cuma pas pagi, klo siang, sore sama malem sinyal nya jelek...",3,18/03/2021 11:07
"Sinyal ada,data gak bisa dipake..kalo beberapa menit gpp,ini bisa berjam2.Provider babi",1,17/03/2021 14:18
"Jaringan makin parah cuy Main game, streaming youtube dll lemot abis Padahal hp samsung a51, masa iya gara2 hp jaringan jd jelek Kecewa ah kualitasnya ko begini, padahal awal2 pake agak lumayan bagus, makin lama makin turun nih kualitasnya bukannya makin bagus Balik lg aja ah ke yg dulu Dadah",1,17/03/2021 13:50
Sinyalnya bagus Speed nya juga stabil Murah kuota besar Pertahankan...,5,17/03/2021 12:18
Mantab sekali,5,17/03/2021 08:37
Jaringan suka ngilang muncul ngilang muncul,3,17/03/2021 06:58
Aplikasi yang sangat membantu Saran: tolong bagian sisa kouta lebih di perinci soalnya lebih susah membedakan mana kouta add on dan kouta yang asli,5,17/03/2021 05:05
Sy sangat kecewa sistem rolover nya ya. Ternyata hanya digabungin bulan lalu dan bulan berikutnya Seharusnya pihak live on jangan kasi iklan up to rolover 1000gb. KELIRU BESAR ITU,1,17/03/2021 02:33
"Sinyalnya itu lohh ilang""an terus kaya doi",1,17/03/2021 01:29
"Promo doang 75gb,nyatanya bisa di pake ga sampe 75gb???? No recomend untuk perdana live on",1,16/03/2021 16:58
"Bagus banget, dan puas banget. Oke pokonya",5,16/03/2021 14:38
Knapa kuota live on saya setelah masa berlaku habis dan diisi ulang kembali kuota sisanya menghilang kan katanya kuota sisa ga hilang smapai 1000 GB dan 1thn padahal saya baru pakai live on 3bulan dan sisanya masih 48 GB,2,16/03/2021 12:45
"Kuota masih 23gb main game gk BSA,Ig gk BSA , FB GK BSA, ngeliat status wa pun gak bsa, live YouTube GK BSA , hanya BSA memutar video biasa di YouTube baru bisa. Tolong perincian data kuota di terterakan pada aplikasi ...",2,16/03/2021 06:48
Dahlah bangkrut aja,1,16/03/2021 02:38
hmmm semakin hari semakin parah jaringannya,1,15/03/2021 11:06
"Live On pakai jaringan XL, dan XL di daerah saya belum tercover 4.5G dan tertinggal sama provider yg terkenal lelet ""Ind**at"" yg sudah tercover 4.5G. dalam waktu dekat akan tersedia 5G, percepat pembangunan infrastrukturnya.",2,15/03/2021 10:37
"Update [150321]. kali ini saya agak kesusahan dalam registrasi dll. Sy tdk tau kurang update atau gmna. Cs dan info blg kalau live on unreg otomatis sesuai masa aktif. Tp saat saya tdk menggunakan melebihi masa aktif, bahkan 3 bulan lebih, kok masih teregistrasi? Ini sangat mmbuat gusar. Mohon penjelasan dan solusinya. Saya menunggu balasan email juga.",4,15/03/2021 10:07
"WOW KEREN SINYAL LIVEON hilang, muncul, hilang, muncul, hilang, muncul.. Gimana mo perbaharui kuota padahal ada kuota emergency.. Di chat ke cs, solusinya cuma begitu mulu, gak efektif. Aplikasi gak menampilkan detail kuota utama dan add on. Tanggung amat sih. Gak kayak kompetitornya. Gak ada study banding tah? Masa perusahaan selevel XL gak punya kemampuan. Amatiran amat. Udah 1 minggu, sinyal kayak gak ada harapan hidup. Yah pakai operator lain aja, yg pasti KEREN ASLI... good bye LIVE. ON.",1,15/03/2021 02:44
Jaringan lumayan bagus data melimpah dan data tetap bisa dipakai di bulan berikutnya,5,14/03/2021 22:03
"Hahahaha, baru kali ini make provider setiap jam 6 sore sampe jam 9 mlm, pasti panggilan darurat. Mentok di Edge. Di tnya ada gangguan ke CS nya, jawabannya MOHON MAAF TERUS DENGAN KENDALA BAPAK 😂😂😂. Gada perbaikan, nyesel coba perbarui paket mending BY. U ( TELKOMSEL), MPWR ( INDOSAT). sinyal stabil dan ga pernah ke sinyal Edge ataupun panggilan darurat. Mau bukti???? Sudah saya screenrecorder & screenshot. Biar tau....",1,14/03/2021 11:12
Buat admin saya mewakili semua orang yang memakai internet provider ini tolong disampaiin supaya keterangan mengenai pembagian kuota nya tertera di apk nya dan opsi buat mau top up kuotanya lagi banyak pilihannya ngk nge stuck di 25 atau 50 GB aja makasih🙏😊,5,14/03/2021 05:58
"kalau niat mau beli, ane saranin lewat marketplace aja. pengalamanku waktu beli d web sudah keluar nomor briva dan sudah dibayar keterangannya belum bayar. padahal saldo sudah berkurang. waktu diklaim alhamdulillah bisa d refund",3,13/03/2021 13:13
benerin jaringan dulu lu lah ......so so 4.5 g ...nonton yutub aja muter terus,1,13/03/2021 13:12
"Maaf cuma kasih bintang 4. Untuk urusan sinyal aman lancar jaya, untuk game, streaming, download & upload lancar jaya tanpa hambatan. Pilihan kuota & toppingnya juga beragam. Kurangnya cuma 1, tidak ada informasi kuota yg habis apa, entah yang kuota reguler / stream on/ kuota sosmed. Kalau bisa kedepannya disediakan fitur tsb agar para pemakai tahu kuotanya tinggal tersisa brp. Terima kasih Live On 🙏🏻🙏🏻🙏🏻",4,13/03/2021 10:24
"Ada keinginan utk pakai sih cuma ada tmn pakai live on saat tlfon hancur , jadi saya masih nyaman sm XL hehe",5,13/03/2021 10:14
Knp jadi lemot,1,13/03/2021 06:56
Saya kasih bintang 3 dulu. Mau tanya kalo daftar pake kartu xl lama bisa ga ya. Gmn caranya.? Mkaih.,3,13/03/2021 04:29
"Beli yang 50 giga kaga kepake karena internetnya lemot, padahal sinyal udah oke, cuma internetnya gak bisa dipake. Berharap dapet internet kenceng ternyata malah buang buang duit 😅",1,12/03/2021 15:31
"Sinyal nya bagus, penawarannya banyak, harganya juga terjangkau",5,12/03/2021 11:57
Overall di jabodetabek sudah bagus. Tapi kalau sudah ke daerah puncak agak tersendat. Walau begitu tetap saya beri 5 bintang,5,12/03/2021 02:23
Jaringannya harap di perbaikin...sering lost signal inet putus nyambung...tks,5,11/03/2021 23:04
"Menyesal pake live on sumpah. Awal2 doang ngebut. Padahal kuota masih banyak lelet nya luar biasa. Youtube aja muter2, apalagi buat nge game",1,11/03/2021 20:31
Awal2 dpt kartu bagus udh 2 hr buat youtube go aj buffer trs jgn tanya di game lemotnya ga ad lawan,3,11/03/2021 16:13
"Buat streaming okelah. Buat game, HOROR BGT PING NYA!!",2,11/03/2021 16:01
kestabilan internet : 4/5 ( untuk game) kecepatan internet : 3/5 (upload download) design UI : 4/5 ( payment gateway nya kurang sip ) design UX : 2/5 ( detail kota terpakai kurang informatif ). semoga kedepannya diperbaiki dari segi UI dan UX maupun koneksi Internet agar tidak kalah dengan kompetitor biru. sekian.,4,11/03/2021 15:19
mantap kuota banyak sinyal oke murah meriah .. joss pokoknyaa,5,11/03/2021 11:23
"Live on tolol, sinyal ilang mlu pketan gua masih 50gb ngelag ngelag gjls tolol",1,11/03/2021 09:05
Di chat via email dm shopee gak di respon,1,10/03/2021 21:44
"Speed Koneksi Alakadarnya,",3,10/03/2021 12:42
Aplikasi mantapp.. Komplain langsung di tanggapi dengan cepat & chat live lagi kukasih bintang 5 untuk respon tanya jawabnya.. tapi tolong tambahin dong paket khusus game pubg mobile.. biar ngegame khusus ada paketnya sendiri😎,5,10/03/2021 09:02
"Ini gimana ya, dari kemaren sore isi kuota mbangking udah kepotong tapi keterangan pembayanmu Masih di proses sampe jam 11 malem 09 maret 2021 masa aktif udah berakhir udah live chat suruh email, udah email ga ada balesan respon, tolong dibenerin sistemnya, di proses secepatnya, jangan ngomongnya diteruskan kebagian terkait Mulu kita juga butuh kalo keadaan dijalan ga ada akses WiFi mau pake apa,",1,09/03/2021 20:38
Mantapp murah2 paket nya,5,09/03/2021 15:39
JARINGAN NYA LAMBAT SEKALI!!!!,1,09/03/2021 10:56
"Mantapppppppp, jaringan kenceng nya pooollll the best dh pokoknya,, banyakin lagi pilihan paketnya 👍👍",5,08/03/2021 23:42
Internet murah sinyal bagus,5,08/03/2021 22:52
"LEMOT, JARINGAN GA STABIL AWAL AWAL DOANG BAGUS, DI KASIH UJAN GERIMIS AJAH LEMOT. LAGI MAIN PUBG TIBA TIBA PING 900 KE MAEN DI TENGAH HUTAN CUK",1,08/03/2021 13:25
"Aplikasi bagus sangat membantu pengguna dr informasi sisa kuota, perpanjang paket, dan informasi lain nya",5,08/03/2021 12:00
"Saya lagi bandingkan dgn kompetitor. Internet sama2 bagus, kelebihan live.on, ada akumulasi data yg tdk terpakai. Tapi utk panggilan telpon, HANCUR. Saat melakukan panggilan keluar, 99% GAGAL. Sinyal HILANG MENDADAK saat panggilan keluar. HARAP DIPERHATIKAN!",2,08/03/2021 10:05
"Min, Tolong banget dong, aplikasinya di kembangin lagi, tolong lebih jelas lagi tentang sisa paketnya, walaupun udah ketauan sisa kuotanya 30GB misalnya, tapi gak ketauan yang 30GB itu sisa kuota apa, biar gak bingung kalo udah beli paket Super Social, Super Streaming, jadi ada keterangan sisa kuota nya itu apa aja, ada kuota utama, kuota sosmed, kuota youtube, dll. Jadi lebih di kembangin lagi aplikasinya, di kasih lebih banyak keterangan lagi, biar gak bingung sisa kuota nya apa aja, makasih",5,08/03/2021 09:36
Mantap jaringan mantul,5,08/03/2021 08:55
Mantabbb live on nya... Banyak bonus nya!!!,5,08/03/2021 03:38
"Lg di cobain dulu nih,, Pngen tau kuota yg ngga abis masih bisaa trpakai atau hilang 😁😁,, Masa aktif sampe 27 Maret 2021",5,08/03/2021 00:00
Kecewa lah gangguan terus,1,07/03/2021 17:29
"Tolong dong diperbaiki lagi tampilan aplikasinya, tombol loginnya gaada gimana ma masuk",1,07/03/2021 15:45
"Saya kasih bintang 1 saja Karna percuma kuota banyak klo jaringan nya parah, dan akhir nya tidak terpakai juga. Pd hal kartu dr XL, saya pengguna XL lancar2 aja.",1,07/03/2021 05:48
Gak bisa login!!!,1,07/03/2021 03:56
"Sial ketipu kuota gede, sinyal nya sampah bgt.",1,07/03/2021 03:26
Tolong rincian paketnya sisa atau mau yg dibeli diperjelas,3,06/03/2021 15:55
Sory nih saya mau tanya kartu sim hangus setelah 30hari dari pemesanan kan ya tp ini blm 30hari tp gk bisa di daftarin? Ada solusi?,2,06/03/2021 08:35
"Kalo udh bisa menggunakan fitur pulsa saya akan terus menggunakan live on, krn dikampung saya sinyal yg support hanya xl/axis . Bahkan bisa dijadikan langganan untuk saya seperti halnya menggunakan wifi .",5,06/03/2021 06:59
Bagus tanggapan pihak live on nya cepet,4,06/03/2021 06:08
Yuk Mari kawan kita tinggal kan live on pindah ke by. U paket murahh sangat,1,06/03/2021 03:17
Sinyal belum menyeluruh di puncak gak ada sinyal.a,3,06/03/2021 02:10
"Pengalaman saya pakai Live On bagus sih, di daerah Boyolali udah banyak area yg ke cover jaringan 4.5G jadi kecepatan akses internet tinggi. Cuman kadang kalau hujan sinyal otomatis jadi rada lelet. Tolong perbaiki lagi. Buat kalian yg mau daftar ke aplikasi Live On jangan lupa masukkan kode ""ONLINETRUS"" biar dape 15k yg bisa dipakai untuk beli paket data.",5,05/03/2021 20:32
"Yang katanya jaringan paling optimal di sini ga kepake anjir masa kalah sama tr* , benerin dlu jaringannya di sini baru saya kasih bintang 5 trimakasih",2,05/03/2021 18:49
"Sangat memuaskan. Saran, sebaiknya menampilkan penggunaan setiap paket yang berbeda. Karena kami susah menebak paket apa yang tersisa. Trmksh",5,05/03/2021 11:50
"Tampilannya dibuat lebih menarik lagi dong😁.... Sama rincian sisa kuotanya lebih diperjelas, kuota utama dan tambahan kuota nya.... Terima kasih",5,05/03/2021 08:54
Cuma ngilangin penasaran aja.. Msh mending pake byU lah!!!,1,05/03/2021 07:14
"Sinyal keong,klo bli kuota harus dipaksa bli kuota utama dulu baru yg lain bisa dibeli itupun masa aktif ngikutin kuota utama walaupun pmbelian 30 hari gak brlaku,hati2 jebakan batman bli paket tanpa disertai paket utama gak bisa dipake alian zonk, pikir2 lagi buat yg lain klo pun trpaksa bli mnding prdananya aja jangan kuota dijamin rugi,,,",1,05/03/2021 04:46
